Code,Name,Description,,,,,
3098,NMSC,LN Scheduled  SC,,,,,
3099,NMSC,LN SC on Arrears,,,,,
3105,NMSC,TD. Unclaimed Xfer.,,,,,
3106,NMSC,TD. Maturity Xfer.,,,,,
3107,NMSC,TD. Maturity Renew,,,,,
3108,NMSC,TD. Maturity Redeem,,,,,
3109,NMSC,TD. Maturity Xfer.,,,,,
3112,NMSC,TD. Pre Mat. Redemption At Host,,,,,
3115,NMSC,TDS. Recovery From CASA.,,,,,
3119,NMSC,TD. Add Uncollected Int to Principal,,,,,
3120,NMSC,LN. Disb. Install Deduct,,,,,
3121,NMSC,LN balance appropriation,,,,,
3122,NMSC,TD. Add Int Due to Principal,,,,,
3123,NMSC,TD. Add Princ Due for online renewal,,,,,
3124,NMSC,LN Prepay penalty,,,,,
3125,NMSC,LN Principal paid off,,,,,
3127,NMSC,TDS2 Recovery From CASA.,,,,,
3130,NMSC,LN. Backdated Credit,,,,,
3131,NMSC,Loan Revolving Instal Due Credit,,,,,
3132,NMSC,TD. PMI Accrual,,,,,
3133,NMSC,TD. PMI Reversal,,,,,
3134,NMSC,LN. Adv Install Deduct,,,,,
3140,NMSC,LN. Backdated Debit,,,,,
3150,NMSC,LN. Backdated PPF Credit,,,,,
3160,NMSC,LN. Backdated PPF Debit,,,,,
3170,NMSC,LN. Backdated PPF through CASA ,,,,,
3180,NMSC,LN. Backdated installment through CASA ,,,,,
3181,NMSC,LN. Backdated Rate ,,,,,
3182,NMSC,LN. TDS Charging,,,,,
3190,NMSC,LN. Backdated Disbursement to CASA ,,,,,
3200,NMSC,LN. ASN. DEF. Interest Debit,,,,,
3203,NMSC,TD. Interest Withdrawal,,,,,
3210,NMSC,LN. ASN. DEF. Susp. Interest Debit,,,,,
3240,NMSC,LN. ASN. Dividend Posting,,,,,
3250,NMSC,LN. Penalty Interest Compound,,,,,
3261,NMSC,LN. Accr INT COMPOUND,,,,,
3300,NMSC,LN. Principal Debit With UI.,,,,,
3350,NMSC,LN. PMI. Accrual,,,,,
3352,NMSC,LN. Catch Up PMI. Accrual,,,,,
3353,NMSC,LN. PMI. Accrual Adj.,,,,,
3360,NMSC,LN. PMI.Non Accrual,,,,,
3362,NMSC,LN. Catch Up PMI. Non Accrual,,,,,
3363,NMSC,LN. PMI. Non Accrual Adj.,,,,,
3400,NMSC,LN. Provisions Expense Debit,,,,,
3510,NMSC,LN. BIRO. Credit,,,,,
3650,NMSC,LN. Penalty Interest Adjustment,,,,,
3660,NMSC,LN. Penalty Base Adjustment,,,,,
3670,NMSC,LN. PMI. Adjustment,,,,,
3680,NMSC,LN. Susp. PMI. Adjustment,,,,,
3708,NMSC,Cross Cost Center MSDReversal,,,,,
3720,NMSC,LN. Writeoff Susp Int Debit,,,,,
3730,NMSC,LN. Writeoff Susp Int On Arrears Debit,,,,,
3740,NMSC,LN. Writeoff Susp PMI Debit,,,,,
3760,NMSC,LN. Writeoff Prov. Debit,,,,,
3770,NMSC,LN. Writeoff Expense Debit,,,,,
3790,NMSC,LN. Outgoings Writeoff,,,,,
3810,NMSC,LN. Account Close Debit,,,,,
3900,NMSC,Investor Services Subscription Debit,,,,,
3901,NMSC,Investor Services Subscription Reversal,,,,,
3902,NMSC,Investor Services Redemption Credit,,,,,
3903,NMSC,Investor Services Redemption Reversal,,,,,
3904,NMSC,Investor Services Switch Credit,,,,,
3905,NMSC,Investor Services Switch Reversal,,,,,
3906,NMSC,Investor Services SI. Subscription Debit,,,,,
3907,NMSC,Investor Services SI. Redemption Credit,,,,,
3908,NMSC,Investor Services Dividend Payout,,,,,
3909,NMSC,Investor Services Reinvestment Debit,,,,,
3910,NMSC,Investor Services Subscription Credit,,,,,
3911,NMSC,Investor Subscription Reversal Debit,,,,,
3912,NMSC,Investor Subscription Redemption Debit,,,,,
3913,NMSC,Investor Services Redemption Rev. Credit,,,,,
3914,NMSC,Investor Switch Debit,,,,,
3915,NMSC,Investor Services Switch Reversal Credit,,,,,
3916,NMSC,Investor Services SI.Subscription Credit,,,,,
3917,NMSC,Investor Services SI. Redemption Debit,,,,,
3918,NMSC,Investor SI. Dividend Payout Debit,,,,,
3919,NMSC,Investor Services Reinvestment Payout,,,,,
4000,NMSC,LN. Backdated EFS through CASA ,,,,,
4001,NMSC,Clawback Credit,,,,,
4002,NMSC,Clawback Debit,,,,,
4006,NMSC,Cheque  Details,,,,,
4008,NMSC,Interest / Redemption Details,,,,,
4009,NMSC,Inventory Details,,,,,
4010,NMSC,LN. Backdated EFS through GL ,,,,,
4020,NMSC,LN. Backdated Disbursement to CASA for rev loan ,,,,,
4030,NMSC,LN. Backdated Disbursement to GL for rev loan ,,,,,
4040,NMSC,LN. Backdated installment payment through CASA for rev loan ,,,,,
4050,NMSC,LN. Backdated installment payment through GL for rev loan ,,,,,
4051,NMSC,Principal Arrear Capitalization,,,,,
4052,NMSC,Interest Arrear Capitalization,,,,,
4053,NMSC,Susp. Interest Arrear Capitalization,,,,,
4054,NMSC,LN. Capitalization of credit interest,,,,,
4058,NMSC,IOA Arrear Capitalization,,,,,
4059,NMSC,Susp IOA Arrear Capitalization,,,,,
4060,NMSC,LN. Insurance Premium,,,,,
4061,NMSC,Outgoings Arrear Capitalization,,,,,
4062,NMSC,Susp Outgoings Arrear Capitalization,,,,,
4063,NMSC,Legal Arrear Capitalization,,,,,
4064,NMSC,Susp Legal Arrear Capitalization,,,,,
4065,NMSC,PMI Arrear Capitalization,,,,,
4066,NMSC,Susp PMI Arrear Capitalization,,,,,
4069,NMSC,Premium Arrear Capitalization,,,,,
4070,NMSC,LN. Insurance Premium Writeoff,,,,,
4071,NMSC,Susp Premium Arrear Capitalization,,,,,
4080,NMSC,LN. Disb. SC./Other Income,,,,,
4081,NMSC,LN. SC. Income,,,,,
4083,NMSC,LN. Margin,,,,,
4084,NMSC,LN. Inventory,,,,,
4085,NMSC,LN. Profit Booking,,,,,
4111,NMSC,BC. Lost Status Inquiry,,,,,
4112,NMSC,DD. Lost Status Inquiry,,,,,
4113,NMSC,TT. Status Update,,,,,
4121,NMSC,LN balance initiation,,,,,
4130,NMSC,LN. Principal Writeoff,,,,,
4140,NMSC,LN. Interest Writeoff,,,,,
4150,NMSC,LN. Asset Balance Debit,,,,,
4155,NMSC,LN. Asset Balance Credit,,,,,
4180,NMSC,LN. Suspended Asset Balance Debit,,,,,
4185,NMSC,LN. Suspended Asset Balance Credit,,,,,
4220,NMSC,LN. Penalty Interest Realize,,,,,
4264,NMSC,LN. Catch Up Credit Interest Expense,,,,,
4290,NMSC,LN. Disb. Comp. Susp. Int. Arrears,,,,,
4308,NMSC,LN. Backdated Arrear Postponement,,,,,
4309,NMSC,LN. Arrear Postponement,,,,,
4320,NMSC,Loan Revolving Instal Due Debit,,,,,
4342,NMSC,LN. Catch Up Suspended Interest Income,,,,,
4343,NMSC,LN. Suspended Interest Income Adj.,,,,,
4350,NMSC,LN. PMI. Income,,,,,
4352,NMSC,LN. Catch Up PMI Income,,,,,
4353,NMSC,LN. PMI. Income Adj.,,,,,
4360,NMSC,LN. Suspended PMI. Income,,,,,
4361,NMSC,LN. Disb. Comp. UI.,,,,,
4362,NMSC,LN. Catch Up Suspended PMI. Income,,,,,
4363,NMSC,LN. Suspended PMI. Income Adj.,,,,,
4400,NMSC,LN. Reserve Provisions,,,,,
4410,NMSC,LN. Susp. Penalty Interest Accr./Charg.,,,,,
4441,NMSC,LN. Disb. Comp. UI.,,,,,
4500,NMSC,Remote Authorization,,,,,
4501,NMSC,Centralized Authorization,,,,,
4512,NMSC,Txn. Mnem. TD. Install,,,,,
4523,NMSC,LN. Collateral Value,,,,,
4670,NMSC,LN. PMI. Adjustment,,,,,
4680,NMSC,LN. Susp. PMI. Adjustment,,,,,
4710,NMSC,LN. Penalty Interest Writeoff,,,,,
4720,NMSC,LN. Penalty Interest Base Writeoff,,,,,
4730,NMSC,LN. Susp. PMI. Writeoff,,,,,
4740,NMSC,LN. PMI. Writeoff,,,,,
4750,NMSC,LN. UI. Writeoff,,,,,
4760,NCHG,LN. Susp. Fees Writeoff,,,,,
4770,NMSC,LN. Susp. IOA. Writeoff,,,,,
4780,NCHG,LN. Susp. Legal Fees Writeoff,,,,,
4790,NMSC,LN. Susp. Outgoings Writeoff,,,,,
4795,NMSC,LN. Susp. Premium Writeoff,,,,,
4810,NMSC,LN. Account Close Credit,,,,,
4901,NMSC,LN. Suspense Credit,,,,,
4911,NMSC,Sanctioned Amount Contingent Entries,,,,,
5004,NMSC,Balance Confirmation Request,,,,,
5009,NMSC,Passbook Update Debit,,,,,
501,NMSC,Application Header,,,,,
5010,NMSC,Passbook Update Credit,,,,,
5015,NMSC,Immediate Credit  SC.,,,,,
5016,NMSC,SC. For Cheque Book Request,,,,,
5017,NMSC,SC. For Stop Cheque Instruction,,,,,
5018,NMSC,SC. For Adhoc Statement,,,,,
5019,NMSC,SC. For Reminders Processing,,,,,
502,NMSC,Conventional Loan,,,,,
5021,NMSC,SC. For Cheque status Maintenance,,,,,
503,NMSC,Islamic Loan,,,,,
5030,NMSC,SC. For  Outstation Cheques,,,,,
5031,NMSC,SC For Cheque Book Issue,,,,,
5032,NMSC,SC For Cheque Book Delivery,,,,,
5033,NMSC,Rewards Credit,,,,,
504,NMSC,Customer Appeal,,,,,
505,NMSC,Applicants Details,,,,,
5055,NMSC,Compressed Transaction,,,,,
506,NMSC,Customer Addition Dummy Screen,,,,,
5060,NMSC,LN. Disb. Deduction,,,,,
507,NMSC,Status Details,,,,,
508,NMSC,Recommend,,,,,
510,NMSC,Mark Data Entry,,,,,
512,NMSC,Deed Details,,,,,
513,NMSC,Corporate Customer Details,,,,,
514,NMSC,Individual Customer Details,,,,,
515,NMSC,Non Standard,,,,,
516,NMSC,Property Details,,,,,
517,NMSC,Share Details,,,,,
520,NMSC,Employee Details,,,,,
522,NMSC,ASN. Details,,,,,
523,NMSC,Spouse Details,,,,,
524,NMSC,Address Details,,,,,
528,NMSC,Recommend Details,,,,,
530,NMSC,Offer Letter Printing,,,,,
531,NMSC,Document Maintenance,,,,,
532,NMSC,Insurance Details,,,,,
535,NMSC,Appraisal Information,,,,,
536,NMSC,Authorize Result,,,,,
537,NMSC,Reject Details,,,,,
538,NMSC,Sanction Details,,,,,
539,NMSC,Offer Extension,,,,,
542,NMSC,Maintain Result,,,,,
543,NMSC,Offer Reject,,,,,
545,NMSC,Revalidate Collaterals,,,,,
546,NMSC,Document List,,,,,
548,NMSC,View,,,,,
549,NMSC,View Result,,,,,
550,NMSC,Loan Account Opening,,,,,
5501,NMSC,Batch Data Entry Open,,,,,
5502,NMSC,Batch Data Entry Upload File,,,,,
5503,NMSC,Batch Data Entry Status,,,,,
5504,NMSC,Batch Data Entry Reupload File,,,,,
5505,NMSC,Batch Consolidated Cheque Data Entry,,,,,
5506,NMSC,Set. Kliring/Ourward Clearing,,,,,
551,NMSC,Primary Customer,,,,,
5511,NMSC,Consolidated DD./BC. Issue,,,,,
5514,NMSC,Change Batch User,,,,,
5515,NMSC,List Batch Status,,,,,
5518,NMSC,Rejects File Download,,,,,
5519,NMSC,Repost Salary Rejects,,,,,
552,NMSC,View Trial Output,,,,,
5522,NMSC,Batch MICR.. SrlNo. Xref. Data Entry,,,,,
5523,NMSC,Consol. Cheque Data Entry Thru MICR.File,,,,,
5524,NMSC,Consol. Cheque Data Read Correction,,,,,
5526,NMSC,Clubbing Of Consolidated Cheques,,,,,
5528,NMSC,Salary Rejects Reposting Authorization,,,,,
5529,NMSC,Payment Reject Reposting,,,,,
5530,NMSC,Upload External Data File,,,,,
5532,NMSC,Payment Rejects Reposting Authorize,,,,,
5534,NMSC,Salary Upload With Drawdown,,,,,
5535,NMSC,Salary Upload Without Drawdown,,,,,
5544,NMSC,Consol. Inquiry,,,,,
555,NMSC,Reject Reasons,,,,,
5555,NMSC,Collateral Contingent Entries,,,,,
557,NMSC,Insurance-Collateral Inquiry,,,,,
5595,NMSC,Collateral Inquiry,,,,,
5596,NMSC,Collateral Revalidation,,,,,
5597,NMSC,Customer Acceptance,,,,,
581,NMSC,Basic Information Report,,,,,
582,NMSC,Comparative Financial Condition,,,,,
583,NMSC,Call Plan And Report,,,,,
584,NMSC,Financial Summary,,,,,
585,NMSC,Cash Inflow/Outflow Budget,,,,,
586,NMSC,Credit Approval,,,,,
587,NMSC,Client And Sensitivity Projections,,,,,
588,NMSC,Credit Memorandum,,,,,
589,NMSC,General Notes,,,,,
590,NMSC,Miscellaneous Information,,,,,
591,NMSC,Automobile Details,,,,,
592,NMSC,Term Deposit Details,,,,,
6000,NMSC,Penalty For RD. Debit,,,,,
6001,NMSC,Batch Open,,,,,
6002,NMSC,Branch Batch Close,,,,,
6005,NMSC,Branch Batch Confirm,,,,,
6006,NMSC,Search Electronic Journal,,,,,
6009,NMSC,Force Branch Batch Close,,,,,
6010,NMSC,View Teller Errors,,,,,
6101,NMSC,Cheque,,,,,
6102,NMSC,Inward Guaranteed Cheques,,,,,
6103,NMSC,Inward Direct Credits,,,,,
6104,NMSC,Stockinvest Payment,,,,,
6106,NMSC,Pension Warrant Paid,,,,,
6107,NMSC,Guaranteed Cheques,,,,,
6108,NMSC,Dividend Warrant Paid,,,,,
6201,NMSC,Cash Balancing,,,,,
6203,NMSC,TC Balancing,,,,,
6302,NMSC,Salary Employee Debit,,,,,
6303,NMSC,Salary Cheque Credit  BC,,,,,
6305,NMSC,Clearing Slips,,,,,
6310,NMSC,ODC. A/C.,,,,,
6311,NMSC,ODC. Walk In,,,,,
6312,NMSC,ODC. GL.,,,,,
6402,NMSC,Managers Cheques,,,,,
6403,NMSC,Inward Drafts,,,,,
6404,NMSC,Travellers Cheques,,,,,
6405,NMSC,SI. Instrument Payment,,,,,
6406,NMSC,SI. Instrument Cancel,,,,,
6407,NMSC,Inward Direct Credit GL.,,,,,
6409,NMSC,Direct Debit Note,,,,,
6503,NMSC,TD. Payin By BC.,,,,,
6504,NMSC,TD. Payin By DD.,,,,,
6505,NMSC,TD Cheque Deposited,,,,,
6510,NMSC,Dividend Payment Deposit,,,,,
6511,NMSC,Set. Kliring/Cons. Cheq Dep,,,,,
6512,NMSC,Set. Kliring/Cons. Cheq Batch ,,,,,
6513,NMSC,Consolidated Cheque Details Batch Entry,,,,,
6515,NMSC,Consol. TD. Cheque Deposit,,,,,
6516,NMSC,Consol. LN. Inst. Deposit,,,,,
6517,NMSC,Consol. LN. Payoff Deposit,,,,,
6519,NMSC,Consol. LN. Partial Payoff Deposit,,,,,
6520,NMSC,Set. Kliring/GL. Cheque Dep,,,,,
6530,NMSC,LN Installment By Local Cheque,,,,,
6532,NMSC,LN Partial Payoff Local Cheque,,,,,
6534,NMSC,LN. EFS. By Local Cheque,,,,,
6536,NMSC,LN. Advance Payment By Local Cheque,,,,,
6538,NMSC,Rev LN Installment By Local Cheque,,,,,
6559,NMSC,Online Cheque Return Inquiry,,,,,
6560,NMSC,Tolakan Masuk/Cheque Return,,,,,
6565,NMSC,ICC. Data Entry,,,,,
6566,NMSC,Setor Inkaso/OCC. Data Entry,,,,,
6575,NMSC,Bill Payment By Cheque,,,,,
6576,NMSC,Installment payment by Cheque,,,,,
6577,NMSC,Bill Payment By Cheque,,,,,
6578,NMSC,Rent Cheque Deposit ,,,,,
6607,NMSC,Postdated LN. Payoff,,,,,
6609,NMSC,Postdated LN. Partial Payoff,,,,,
6619,NMSC,Postdated Cheque Cancellation,,,,,
6630,NMSC,Postdated LN. Installment,,,,,
6632,NMSC,Postdated LN. Partial Payoff,,,,,
6634,NMSC,Postdated LN. Payoff,,,,,
6650,NMSC,Bill Outward Data Entry,,,,,
6651,NMSC,Bill Inward Data Entry,,,,,
6652,NMSC,Bill Modification,,,,,
6653,NMSC,Bill Realization,,,,,
6654,NMSC,Bill Dishonor,,,,,
6655,NMSC,Bill Protest,,,,,
6656,NMSC,Bill Stop Protest,,,,,
6657,NMSC,Bill Dispatch,,,,,
6658,NMSC,Bill IW. Realization,,,,,
6659,NMSC,Bill Inward Collection,,,,,
6701,NMSC,Cheque Purchased,,,,,
6710,NMSC,Dividend Payment Purchased,,,,,
6711,NMSC,Consol. Cheques Purchased,,,,,
6715,NMSC,Consol. TD. Cheque Purchased,,,,,
6716,NMSC,Consol. LN. Inst. Purchased,,,,,
6717,NMSC,Consol. LN. Payoff Purchased,,,,,
6719,NMSC,Consol. LN. Partial Payoff Purchased,,,,,
6730,NMSC,LN. Installment Purchased,,,,,
6801,NMSC,Outward Clearing Handoff File Generation,,,,,
6804,NMSC,Cash Deposit On External Account,,,,,
6806,NMSC,OCC. Operations,,,,,
6941,NMSC,Outward Direct Debit,,,,,
7002,NMSC,Balance Inquiry,,,,,
7004,NMSC,Customer Name And Address Inquiry,,,,,
7007,NMSC,Customer Name And Address Inquiry ,,,,,
7008,NMSC,Last Ten Transactions,,,,,
7009,NMSC,Backdated Refund of transaction,,,,,
7010,NMSC,Passbook Update Inquiry,,,,,
7011,NMSC,Event Log Inquiry,,,,,
7012,NMSC,Account No. Check Digit Inquiry,,,,,
7013,NMSC,Passbook Balance Check Digit Inquiry,,,,,
7015,NMSC,Teller Transactions Summary,,,,,
7017,NMSC,Batch Status Inquiry,,,,,
7018,NMSC,TD. Interest Payout Inquiry,,,,,
7019,NMSC,TD. Redemption Payout Inquiry,,,,,
7020,NMSC,TD. Balance Inquiry,,,,,
7021,NMSC,Passbook Balance Check Digit Inquiry,,,,,
7022,NMSC,LN. Installment Payment By Cash,,,,,
7023,NMSC,LN. Partial Payoff Inquiry.,,,,,
7024,NMSC,LN. Full Payoff Inquiry.,,,,,
7025,NMSC,LN. Refund Inquiry,,,,,
7026,NMSC,LN. Balance Inquiry,,,,,
7027,NMSC,Old New Account Number Inquiry,,,,,
7029,NMSC,Early Final Settlement Inquiry,,,,,
7030,NMSC,Passbook Issue/Lost Maintenance,,,,,
7031,NMSC,Cheque Withdrawal Blacklist,,,,,
7032,NMSC,LN. Disbursement Inquiry,,,,,
7033,NMSC,LN. Disbursement Inquiry,,,,,
7034,NMSC,LN. Disbursement Inquiry,,,,,
7035,NMSC,Loan Disbursement Inquiry,,,,,
7036,NMSC,LN. Rescission Inquiry,,,,,
7037,NMSC,Rev. LN. Debit Inquiry,,,,,
7038,NMSC,Rev. LN. Debit Inquiry,,,,,
7039,NMSC,Rev. LN. Debit Inquiry,,,,,
7040,NMSC,Teller Totals Position,,,,,
7041,NMSC,Branch Totals Position,,,,,
7042,NMSC,Loans Advance Payment Inquiry,,,,,
7043,NMSC,Rev. LN. Debit Inquiry,,,,,
7045,NMSC,Application Processing,,,,,
7048,NMSC,Loans Advance Future Payment Inquiry,,,,,
7050,NMSC,Old To New Account Inquiry,,,,,
7051,NMSC,Installment Payment Inquiry,,,,,
7052,NMSC,Dummy Credit For Conversion,,,,,
7053,NMSC,Dummy Debit For Conversion,,,,,
7056,NMSC,LN. Recovery of Repossessed Asset,,,,,
7062,NMSC,Rev LN. Installment Payment By Cash,,,,,
7071,NMSC,Close Out Balance Inquiry,,,,,
7072,NMSC,Flexible RD Redemption,,,,,
7100,NMSC,All Balance Inquiry,,,,,
7101,NMSC,IC. No.  Short Name Change,,,,,
7102,NMSC,Link Customer Image,,,,,
7103,NMSC,Unlink Customer Image,,,,,
7104,NMSC,Add Customer Image,,,,,
7105,NMSC,Customer Image Display,,,,,
7106,NMSC,Account Sign Display,,,,,
7107,NMSC,Add Account Operating Instructions,,,,,
7108,NMSC,Modify Account Operating Instructions,,,,,
7109,NMSC,Authorize Account Operating Instructions,,,,,
7110,NMSC,Cancel Account Operating Instructions,,,,,
7111,NMSC,Modify Customer Image,,,,,
7113,NMSC,Verify Customer Image,,,,,
7120,NMSC,Late Clearing Maintenance,,,,,
7122,NMSC,Cross Rate Inquiry,,,,,
7201,NMSC,TD. Redemption Inquiry,,,,,
7202,NMSC,TD. Renewal Inquiry,,,,,
7239,NMSC,File Upload/Download,,,,,
7301,NMSC,Close Out Balance Inquiry,,,,,
7400,NMSC,Customer Old X New Inquiry,,,,,
751,NMSC,Password Expiry Date,,,,,
752,NMSC,Reset Primary Password,,,,,
753,NMSC,Enable/Disable User,,,,,
755,NMSC,Modify Login Status,,,,,
7551,NMSC,Book Shortage,,,,,
7552,NMSC,Book Cash Overage,,,,,
756,NMSC,Password Expiry Date,,,,,
757,NMSC,Inquiry For Logged In Users,,,,,
758,NMSC,Inquiry For Password,,,,,
759,NMSC,User Profile Maintenance,,,,,
7601,NMSC,Voucher Entry. Credit,,,,,
7602,NMSC,Voucher Entry. Debit,,,,,
7603,NMSC,Depreciation Transaction,,,,,
7604,NMSC,PA. To NPA.  GL. Movement,,,,,
7605,NMSC,NPA. To PA. GL. Movement,,,,,
7606,NMSC,Trf Db Titipan/Future Trf Db,,,,,
7607,NMSC,Trf Cr Titipan/Future Trf Cr,,,,,
761,NMSC,System Prohibited Password,,,,,
7613,NMSC,MB Future Dated Internal,,,,,
7614,NMSC,MB Future Dated Zengin,,,,,
765,NMSC,Template Limit Maintenance,,,,,
766,NMSC,Password Expiry Date,,,,,
767,NMSC,Reset Secondary Password,,,,,
768,NMSC,Change Primary Password,,,,,
769,NMSC,Change Secondary Password,,,,,
7778,NMSC,Report Print One Teller,,,,,
7779,NMSC,Report Print All Tellers,,,,,
7780,NMSC,Report Cancel One Teller,,,,,
7781,NMSC,Report Cancel All Tellers,,,,,
7782,NMSC,Duplicate BC. Print,,,,,
7783,NMSC,Duplicate DD. Print,,,,,
7788,NMSC,Generate GL. Handoff Report,,,,,
7789,NMSC,DD. Inquiry,,,,,
7790,NMSC,BC. Inquiry,,,,,
7792,NMSC,BC. Liquidation Inquiry,,,,,
7793,NMSC,DD. Liquidation Inquiry,,,,,
7794,NMSC,TT. Liquidation Inquiry,,,,,
7795,NMSC,TT. Inquiry,,,,,
8003,NMSC,TC. Purchase Walk In Customer,,,,,
8004,NMSC,FX. Purchase Walk In Customer,,,,,
8005,NMSC,FX Prebooking ,,,,,
8051,NMSC,CASA. Account Opening,,,,,
8052,NMSC,CASA. Account Opening Inquiry,,,,,
8053,NMSC,Customer Addition,,,,,
8054,NMSC,TD. Account Opening,,,,,
8056,NMSC,CASA. Customer IC Generation,,,,,
8057,NMSC,SDB.Account Opening,,,,,
8081,NMSC,Contingent Entry,,,,,
8082,NMSC,Contingent Entry,,,,,
8203,NMSC,FX. Sale Walk In Customer,,,,,
8204,NMSC,TC. Sale Walk In Customer,,,,,
8205,NMSC,TC. Sale Against GL.,,,,,
8301,NMSC,BC. Sale  Against Cash,,,,,
8302,NMSC,BC. Sale  Against GL.,,,,,
8305,NMSC,DD. Sale  Against Cash,,,,,
8306,NMSC,DD. Sale  Against GL.,,,,,
8307,NMSC,BC. Liquidation By Cash,,,,,
8308,NMSC,BC. Liquidation By GL.,,,,,
8309,NMSC,BC. Liquidation Against Account,,,,,
8310,NMSC,DD. Liquidation By Cash,,,,,
8311,NMSC,DD. Liquidation By GL.,,,,,
8312,NMSC,DD. Liquidation Against Account,,,,,
8313,NMSC,Stockinvest Issue,,,,,
8314,NMSC,BC. Lost Status Update,,,,,
8315,NMSC,DD. Lost Status Update,,,,,
8316,NMSC,TT. Issue(Walk In),,,,,
8317,NMSC,TT. Issue GL.,,,,,
8318,NMSC,TT. A/C.,,,,,
8319,NMSC,TT. Liquidation (Walk In),,,,,
8320,NMSC,TT. Liquidation  Against GL.,,,,,
8321,NMSC,TT. Liquidation Against Account,,,,,
8322,NMSC,TT. Status Update,,,,,
8323,NMSC,Maintain DD.Details For Non CBS.Branches,,,,,
8324,NMSC,BC. Revalidation,,,,,
8325,NMSC,DD Revalidation,,,,,
8510,NMSC,LN. BTP. Addon Debit,,,,,
8511,NMSC,LN. BTP. Addon Credit,,,,,
8823,NMSC,DD From Non CBS. Reversal,,,,,
8888,NMSC,Profit Processing,,,,,
9000,NMSC,Outward Return Rejects,,,,,
9001,NMSC,Open Teller Batch,,,,,
9003,NMSC,Open Vault Batch,,,,,
9005,NMSC,Close Teller Batch,,,,,
9006,NMSC,Close Vault Batch,,,,,
9007,NMSC,Buy Cash From Vault,,,,,
9008,NMSC,Sell Cash To Vault,,,,,
9009,NMSC,Buy Cash From Central Bank,,,,,
9010,NMSC,Sell Cash To Central Bank,,,,,
9011,NMSC,Buy TC. From Agent,,,,,
9012,NMSC,Temporary Teller Batch Close,,,,,
9015,NMSC,Buy TC. From HO.,,,,,
9016,NMSC,Sell TC. To HO.,,,,,
9017,NMSC,Buy TC. From Vault,,,,,
9018,NMSC,Sell TC. To Vault,,,,,
9020,NMSC,Display TC. Available With Vault,,,,,
9103,NMSC,Direct Credit Returns,,,,,
9104,NMSC,Direct Debits Return,,,,,
9106,NMSC,Pension Warrant Return,,,,,
9108,NMSC,Dividend Warrant Return,,,,,
9201,NMSC,GL. Handoff,,,,,
9291,NMSC,Direct Credits Return,,,,,
9292,NMSC,Direct Debits Return,,,,,
9301,NMSC,Outward Direct Credit Return,,,,,
9402,NMSC,Bankers Cheque Return,,,,,
9403,NMSC,Drafts Return,,,,,
9503,NMSC,Inward Drafts Return,,,,,
9504,NMSC,Travellers Cheque Return,,,,,
9505,NMSC,TD. Cheque Return,,,,,
9506,NMSC,LN. Installment Cheque Return,,,,,
9507,NMSC,LN. EFS. Cheque Return,,,,,
9508,NMSC,Return OF Salary Cheque,,,,,
9509,NMSC,LN. Partial Payoff Cheque Return,,,,,
9520,NMSC,GL. Cheque Return,,,,,
9530,NMSC,Installment Local Cheque Return,,,,,
9531,NMSC,OCC. Cheque Return Installment Payment,,,,,
9532,NMSC,Partial Payoff Local Cheque Return,,,,,
9533,NMSC,Partial Payoff Cheque Return OCC,,,,,
9534,NMSC,LN. EFS. Local Cheque Return,,,,,
9535,NMSC,LN. EFS. Cheque Return OCC,,,,,
9536,NMSC,LN. Advance Pay. Local Return,,,,,
9537,NMSC,LN. Advance Pay. OCC. Return,,,,,
9538,NMSC,LN Rev Installment Local Cheque Return,,,,,
9540,NMSC,Pinj Lain2 Db/Misc LN Debit,,,,,
9575,NMSC,BILL PAY RETURN,,,,,
9730,NMSC,LN. Inst. Purchased Return,,,,,
9731,NMSC,LN. Inst. OCC. Purchase Return,,,,,
9732,NMSC,LN. Partial Purchase Return,,,,,
9733,NMSC,LN. Partial Payoff OCC Purchase Return,,,,,
9734,NMSC,LN. Payoff Purchase Return,,,,,
9735,NMSC,LN. Payoff OCC. Purchase Return,,,,,
9800,NMSC,Batch Document Print,,,,,
9805,NMSC,Outward Direct Debit Return,,,,,
9806,NMSC,TLK Ink/OCC. Ret,,,,,
9888,NMSC,Set Initial Cash Position,,,,,
9901,NMSC,TD. Deposit Certificate Printing,,,,,
9902,NMSC,TD. Duplicate Certificate Print,,,,,
9903,NMSC,SIV. Certificate Printing,,,,,
9941,NMSC,Outward Direct Debit Return,,,,,
9950,NMSC,Change Teller Station,,,,,
9953,NMSC,Release Work Station,,,,,
9954,NMSC,Get Work Station,,,,,
9990,NMSC,Standing Instruction Debit,,,,,
9991,NMSC,Standing Instruction Credit,,,,,
9992,NMSC,Standing Instruction Debit (Zengin),,,,,
9994,NMSC,Initiate Sync Operations,,,,,
9995,NMSC,LD Renewal Debit,,,,,
9996,NMSC,LD Renewal Credit,,,,,
9997,NMSC,Zengin Seikyu,,,,,
9998,NMSC,LN. Credit,,,,,
9999,NMSC,Temporary Teller Batch Close,,,,,
1600,NTAX,Casa Tax Refund,,,,,
1601,NTAX,Casa Tax Refund:GL. Xfer.,,,,,
1602,NTAX,Casa Tax Refund:Cash,,,,,
1603,NTAX,TD Tax Refund,,,,,
1604,NTAX,TD Tax Refund:GL. Xfer.,,,,,
1605,NTAX,TD Tax Refund:Cash,,,,,
3104,NTAX,Pajak Deposito/TD Tax Deducted,,,,,
